Id,MatchId,PlayerId,Average,CheckoutPercentage,Total180s,Total140s,HighestCheckout,LegsWon,SetsWon
1764,882,25,96.39,42.31,7,19,97,11,null
1765,883,3,97.31,31.43,5,25,150,11,null
1766,883,12,95.16,44.83,9,21,152,13,null
1767,884,18,99.24,48.15,8,24,100,13,null
1768,884,5,96.35,42.11,9,32,96,16,null
1769,885,4,94.97,33.33,6,18,81,7,null
1770,885,6,98.13,50,5,30,160,16,null
1771,886,2,103.91,43.24,18,30,140,16,null
1772,886,26,98.45,56,7,35,160,14,null
1773,887,12,104.02,57.14,10,31,164,16,null
1774,887,8,100.21,57.89,8,22,170,11,null
1775,888,5,101.79,55.56,8,42,161,20,null
1776,888,6,100.97,43.9,9,39,161,18,null
1777,889,2,107.50,35.42,15,38,141,17,null
1778,889,12,104.15,34.15,14,42,170,14,null
1779,890,5,101.54,44.83,6,37,101,13,null
1780,890,2,107.24,41.86,17,41,115,18,null
1781,891,19,80.33,60,2,4,86,6,null
1782,891,216,75.81,10,3,6,40,2,null
1783,892,8,100.45,60,3,7,60,6,null
1784,892,103,83.91,33.33,2,6,73,3,null
1785,893,4,101.29,42.86,0,6,110,6,null
1786,893,217,95.10,100,0,6,161,1,null
1787,894,1,92.04,42.86,2,11,76,6,null
1788,894,220,83.85,50,1,6,120,3,null
1789,895,10,109.98,66.67,3,6,121,6,null
1790,895,218,76.44,0,0,2,0,0,null
1791,896,2,91.80,31.58,3,10,119,6,null
1792,896,97,88.29,55.56,2,6,89,5,null
1793,897,12,108.16,75,4,9,127,6,null
1794,897,223,93.26,33.33,1,3,76,1,null
1795,898,7,89.49,24,2,9,96,6,null
1796,898,219,88.60,21.05,3,10,40,4,null
1797,899,4,93.94,42.86,1,6,129,6,null
1798,899,12,94.17,0,1,3,0,0,null
1799,900,2,102.84,33.33,5,12,104,6,null
1800,900,10,95.75,60,1,12,58,3,null
1801,901,8,101.42,33.33,3,12,58,4,null
1802,901,7,98.08,46.15,4,11,56,6,null
1803,902,1,91.63,0,1,5,0,0,null
1804,902,19,103.66,46.15,4,8,167,6,null
1805,903,4,102.35,66.67,3,7,52,4,null
1806,903,2,98.86,53.85,4,12,170,7,null
1807,904,7,90.27,25,3,6,50,4,null
1808,904,19,94.82,35,3,7,124,7,null
1809,905,2,99.26,42.11,7,20,143,8,null
1810,905,19,89.66,57.14,1,6,71,4,null
1811,906,19,94.40,37.5,4,9,150,6,null
1812,906,125,79.06,14.29,1,3,52,1,null
1813,907,12,99.87,42.86,3,12,61,6,null
1814,907,221,85.77,33.33,2,7,58,2,null
1815,908,8,103.60,37.5,7,10,80,6,null
1816,908,220,96.81,50,4,10,96,4,null
1817,909,10,86.69,46.15,1,5,88,6,null
1818,909,222,72.29,33.33,0,2,32,1,null
1819,910,4,92.33,42.86,3,11,40,6,null
1820,910,109,88.90,50,2,8,96,3,null
1821,911,1,89.47,42.86,0,6,96,6,null
1822,911,97,86.29,75,2,6,66,3,null
1823,912,2,95.60,46.15,0,8,80,6,null
1824,912,227,87.73,33.33,1,11,60,4,null
1825,913,7,88.71,28.57,3,10,154,6,null
1826,913,223,84.55,36.36,0,5,89,4,null
1827,914,4,108.00,60,3,10,130,3,null
1828,914,7,110.36,66.67,3,10,167,6,null
1829,915,1,97.95,33.33,5,10,84,6,null
1830,915,10,90.43,20,0,5,58,2,null
1831,916,8,94.49,50,2,9,137,6,null
1832,916,12,96.08,29.41,7,15,54,5,null
1833,917,2,100.03,30,3,10,170,6,null
1834,917,19,89.13,22.22,0,8,88,2,null
1835,918,7,98.64,36.36,3,11,150,4,null
1836,918,1,102.43,50,7,15,91,7,null
1837,919,8,103.03,50,4,10,40,2,null
1838,919,2,108.81,53.85,5,12,140,7,null
1839,920,1,102.31,44.44,3,12,44,4,null
1840,920,2,115.02,50,7,20,83,8,null
